Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bakeware items included (product.metafields.shopify.bakeware-items-included),Bakeware pieces included (product.metafields.shopify.bakeware-pieces-included),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Compatible stove top type (product.metafields.shopify.compatible-stove-top-type),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Cookware items included (product.metafields.shopify.cookware-items-included),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware pieces included (product.metafields.shopify.drinkware-pieces-included),Features (product.metafields.shopify.features),Food storage material (product.metafields.shopify.food-storage-material),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
azad-fudge-jug-1-25-liter-tw-18-jj-clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW18-2.jpg?v=1742525857,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-fudge-jug-1-25-liter-tw-18-jj-clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW18-3.jpg?v=1742525857,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-fudge-jug-1-25-liter-tw-18-jj-clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW18.jpg?v=1742525811,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-glass-tw-08-jj-lotus-jug-1-25-liter-tableware,Acrylic Jug 1.5 L Azad TW08,"<div id=""productOverview_feature_div"" class=""celwidget"" data-feature-name=""productOverview"" data-csa-c-type=""widget"" data-csa-c-content-id=""productOverview"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-asin=""B07NY1MMLL"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""productOverview_feature_div"" data-csa-c-id=""d932e5-ffsqvk-d62yct-g4a44"">
<div id=""poExpander"" data-a-expander-name=""product_overview"" data-a-expander-collapsed-height=""210"" class=""a-expander-collapsed-height a-row a-expander-container a-spacing-none a-expander-partial-collapse-container"">
<div data-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content"">
<div class=""a-section a-spacing-small a-spacing-top-small"">
<table class=""a-normal a-spacing-micro"">
<tbody>
<tr class=""a-spacing-small po-brand"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Brand</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Azad</span></td>
</tr>
<tr class=""a-spacing-small po-material"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Material</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Acrylic</span></td>
</tr>
<tr class=""a-spacing-small po-color"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Colour</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Clear</span></td>
</tr>
<tr class=""a-spacing-small po-capacity"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Capacity</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">1.5 Liters</span></td>
</tr>
<tr class=""a-spacing-small po-style"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Style</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Modern</span></td>
</tr>
<tr class=""a-spacing-small po-included_components"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Included components</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Nill</span></td>
</tr>
<tr class=""a-spacing-small po-item_shape"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Shape</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Round</span></td>
</tr>
<tr class=""a-spacing-small po-item_weight"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Item weight</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">0.99 Kilograms</span></td>
</tr>
<tr class=""a-spacing-small po-model_name"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Model name</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Tableware</span></td>
</tr>
<tr class=""a-spacing-small po-has_lid"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">With lid</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Yes</span></td>
</tr>
</tbody>
</table>
</div>
</div>
<div id=""poToggleButton"" class=""a-expander-header a-expander-partial-collapse-header"">
<div class=""a-expander-content-fade""><br></div>
<a aria-expanded=""false"" role=""button"" data-action=""a-expander-toggle"" class=""a-declarative"" data-a-expander-toggle='{""allowLinkDefault"":true, ""expand_prompt"":""See more"", ""collapse_prompt"":""See less""}'><i class=""a-icon a-icon-extender-expand""></i><span class=""a-expander-prompt"">See more</span></a>
</div>
</div>
</div>
<div id=""featurebullets_feature_div"" class=""celwidget"" data-feature-name=""featurebullets"" data-csa-c-type=""widget"" data-csa-c-content-id=""featurebullets"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-asin=""B07NY1MMLL"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""featurebullets_feature_div"" data-csa-c-id=""v1rurj-jufbkj-uqg5te-hwgo9h"">
<div id=""feature-bullets"" class=""a-section a-spacing-medium a-spacing-top-small"">
<hr aria-hidden=""true"" class=""a-divider-normal"">
<h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">This wonderful Jug can be used for many types of liquid beverages such as iced tea and fruit infused juices, kool-aid for the kids and so much more — ideal for use at home or even outdoors for serving ice cold drinks on the patio with all your guests during spring and summer events</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Lightweight and easy to use for pouring drinks one-handed, ideal for use at home, in the office, or even outdoors for serving ice cold drinks on the patio with all your guests — great for patio, poolside, BBQ, picnic, and other outdoor use, but still pretty enough for indoor entertaining</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Features a dripless pouring spout, a dustproof cover to keep things clean, a lid that pops open for an easy refills, and convenient comfortable handle</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Made of high grade food safe plastic with stylish design — CLEAR COLOR —(Bisphenol A) BPA Free and Lead Free — Does not contain substances harmful to health — Wash before use</span></li>
</ul>
</div>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,"","jug, Pitchers",true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,3500.00,4000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW08-2.jpg?v=1742525857,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2800.00,true,,,active
azad-glass-tw-08-jj-lotus-jug-1-25-liter-tableware,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW08-4.jpg?v=1742525857,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-glass-tw-08-jj-lotus-jug-1-25-liter-tableware,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW08-5.jpg?v=1742525857,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-glass-tw-08-jj-lotus-jug-1-25-liter-tableware,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW08-1.jpg?v=1742525857,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-glass-tw-08-jj-lotus-jug-1-25-liter-tableware,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW08-3.jpg?v=1742525857,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-glass-tw-08-jj-lotus-jug-1-25-liter-tableware,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW08.jpg?v=1742525811,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-bell-jug-1-25-liters-tw-07-jj-clear,Acrylic Jug 1.5 L Azad TW07,"<div id=""productOverview_feature_div"" class=""celwidget"" data-feature-name=""productOverview"" data-csa-c-type=""widget"" data-csa-c-content-id=""productOverview"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-asin=""B07PCLMJ5B"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""9409dq-ze5t2k-dg3dwj-66tj91"" data-cel-widget=""productOverview_feature_div"">
<div id=""poExpander"" data-a-expander-name=""product_overview"" data-a-expander-collapsed-height=""210"" class=""a-expander-collapsed-height a-row a-expander-container a-spacing-none a-expander-partial-collapse-container"">
<div data-expanded=""true"" class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"">
<div class=""a-section a-spacing-small a-spacing-top-small"">
<table class=""a-normal a-spacing-micro"">
<tbody>
<tr class=""a-spacing-small po-brand"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Brand</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Azad</span></td>
</tr>
<tr class=""a-spacing-small po-material"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Material</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Acrylic</span></td>
</tr>
<tr class=""a-spacing-small po-color"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Colour</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Clear</span></td>
</tr>
<tr class=""a-spacing-small po-capacity"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Capacity</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">1.25 Liters</span></td>
</tr>
<tr class=""a-spacing-small po-style"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Style</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Modern</span></td>
</tr>
<tr class=""a-spacing-small po-included_components"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Included components</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Lid</span></td>
</tr>
<tr class=""a-spacing-small po-item_shape"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Shape</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Round</span></td>
</tr>
<tr class=""a-spacing-small po-item_weight"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Item weight</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">200 Grams</span></td>
</tr>
<tr class=""a-spacing-small po-has_lid"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">With lid</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Yes</span></td>
</tr>
</tbody>
</table>
</div>
</div>
<div id=""poToggleButton"" class=""a-expander-header a-expander-partial-collapse-header""><a aria-expanded=""true"" role=""button"" data-action=""a-expander-toggle"" class=""a-declarative"" data-a-expander-toggle='{""allowLinkDefault"":true, ""expand_prompt"":""See more"", ""collapse_prompt"":""See less""}'><i class=""a-icon a-icon-extender-collapse""></i><span class=""a-expander-prompt"">See less</span></a></div>
</div>
</div>
<div id=""featurebullets_feature_div"" class=""celwidget"" data-feature-name=""featurebullets"" data-csa-c-type=""widget"" data-csa-c-content-id=""featurebullets"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-asin=""B07PCLMJ5B"" data-csa-c-is-in-initial-active-row=""false"" data-csa-c-id=""rpunpp-cr6fu8-bbcvua-rw1w3p"" data-cel-widget=""featurebullets_feature_div"">
<div id=""feature-bullets"" class=""a-section a-spacing-medium a-spacing-top-small"">
<hr aria-hidden=""true"" class=""a-divider-normal"">
<h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Type: Jugs Color: Clear</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Material: Acrylic</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Brand: Azad</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Microwave Proof: No</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Dishwasher Proof: No</span></li>
</ul>
</div>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,3500.00,4000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW07-1.jpg?v=1742525857,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2800.00,true,,,active
azad-bell-jug-1-25-liters-tw-07-jj-clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW07-3.jpg?v=1742525857,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-bell-jug-1-25-liters-tw-07-jj-clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW07-2.jpg?v=1742525857,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-bell-jug-1-25-liters-tw-07-jj-clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW07.jpg?v=1742525811,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azad-bamboo-jug-1-25-liters-tw-06-jj-clear,Acrylic Jug 1.25 L Azad TW06,"<div id=""productOverview_feature_div"" class=""celwidget"" data-feature-name=""productOverview"" data-csa-c-type=""widget"" data-csa-c-content-id=""productOverview"" data-csa-c-slot-id=""productOverview_feature_div"" data-csa-c-asin=""B07P75Q83L"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""productOverview_feature_div"" data-csa-c-id=""l4i94b-7r2aq9-8bekhm-vmcl8y"">
<div id=""poExpander"" data-a-expander-name=""product_overview"" data-a-expander-collapsed-height=""210"" class=""a-expander-collapsed-height a-row a-expander-container a-spacing-none a-expander-partial-collapse-container"">
<div data-expanded=""true"" class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"">
<div class=""a-section a-spacing-small a-spacing-top-small"">
<table class=""a-normal a-spacing-micro"">
<tbody>
<tr class=""a-spacing-small po-brand"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Brand</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Azad</span></td>
</tr>
<tr class=""a-spacing-small po-material"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Material</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Acrylic</span></td>
</tr>
<tr class=""a-spacing-small po-color"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Colour</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Clear</span></td>
</tr>
<tr class=""a-spacing-small po-capacity"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Capacity</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">1.25 Liters</span></td>
</tr>
<tr class=""a-spacing-small po-special_feature"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Special features</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Dishwasher safe</span></td>
</tr>
<tr class=""a-spacing-small po-included_components"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Included components</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Lid</span></td>
</tr>
<tr class=""a-spacing-small po-item_shape"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Shape</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Round</span></td>
</tr>
<tr class=""a-spacing-small po-item_weight"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">Item weight</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">0.9 Kilograms</span></td>
</tr>
<tr class=""a-spacing-small po-has_lid"">
<td class=""a-span3""><span class=""a-size-base a-text-bold"">With lid</span></td>
<td class=""a-span9""><span class=""a-size-base po-break-word"">Yes</span></td>
</tr>
</tbody>
</table>
</div>
</div>
<div id=""poToggleButton"" class=""a-expander-header a-expander-partial-collapse-header""><a aria-expanded=""true"" role=""button"" data-action=""a-expander-toggle"" class=""a-declarative"" data-a-expander-toggle='{""allowLinkDefault"":true, ""expand_prompt"":""See more"", ""collapse_prompt"":""See less""}'><i class=""a-icon a-icon-extender-collapse""></i><span class=""a-expander-prompt"">See less</span></a></div>
</div>
</div>
<div id=""featurebullets_feature_div"" class=""celwidget"" data-feature-name=""featurebullets"" data-csa-c-type=""widget"" data-csa-c-content-id=""featurebullets"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-asin=""B07P75Q83L"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""featurebullets_feature_div"" data-csa-c-id=""8lmoaj-4zocz9-7n43zc-bwumw"">
<div id=""feature-bullets"" class=""a-section a-spacing-medium a-spacing-top-small"">
<hr aria-hidden=""true"" class=""a-divider-normal"">
<h1 class=""a-size-base-plus a-text-bold"">About this item</h1>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini""><span class=""a-list-item"">Item Brand: AZAD</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Item Color: Multi Color</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Item Material: Acrylic</span></li>
</ul>
</div>
</div>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Pitchers & Carafes,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,3500.00,4000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TW06-1.jpg?v=1742606990,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2800.00,true,,,active
